LOC122571469	XM_043735245.1
LOC122569504	XM_043730652.1
LOC122572949	XM_043738721.1,XM_043738720.1
LOC122572399	XM_043737340.1,XM_043737332.1
LOC122571394	XM_043735080.1
LOC122575940	XM_043745473.1
LOC122570324	XM_043732474.1,XM_043732477.1,XM_043732470.1,XM_043732469.1,XM_043732466.1,XM_043732468.1,XM_043732481.1,XM_043732472.1,XM_043732480.1,XM_043732473.1,XM_043732476.1,XM_043732475.1,XM_043732471.1,XM_043732478.1,XM_043732479.1
LOC122575390	XM_043744234.1
LOC122577843	XM_043749540.1,XM_043749537.1,XM_043749539.1,XM_043749538.1
LOC122578009	XM_043749840.1,XM_043749841.1
LOC122568665	XM_043728659.1,XM_043728656.1,XM_043728658.1,XM_043728657.1,XM_043728664.1,XM_043728661.1,XM_043728665.1,XM_043728662.1,XM_043728660.1,XM_043728655.1,XM_043728666.1
LOC122567597	XM_043726333.1,XM_043726331.1
LOC122573007	XM_043738831.1
LOC122575326	XM_043744108.1
LOC122567214	XM_043725560.1
LOC122569228	XM_043729939.1
LOC122569566	XM_043730791.1,XM_043730793.1,XM_043730794.1,XM_043730796.1,XM_043730795.1,XM_043730792.1
LOC122574202	XM_043741491.1
LOC122574496	XM_043742167.1
LOC122566931	XM_043724892.1,XM_043724891.1,XM_043724889.1,XM_043724893.1,XM_043724897.1,XM_043724895.1,XM_043724894.1,XM_043724896.1
LOC122573281	XM_043739395.1,XM_043739396.1
LOC122572515	XM_043737560.1,XM_043737550.1
LOC122568834	XM_043729052.1,XM_043729051.1
LOC122577731	XM_043749254.1
LOC122575155	XM_043743723.1,XM_043743722.1
LOC122568932	XM_043729251.1,XM_043729252.1
LOC122568877	XM_043729540.1
LOC122572760	XM_043738174.1,XM_043738173.1,XM_043738172.1,XM_043738175.1
LOC122576401	XM_043746649.1,XM_043746650.1,XM_043746648.1
LOC122571511	XM_043735355.1
LOC122575769	XM_043745158.1
LOC122569893	XM_043731527.1,XM_043731523.1,XM_043731524.1,XM_043731525.1,XM_043731528.1,XM_043731526.1
LOC122566962	XM_043724960.1,XM_043724962.1,XM_043724961.1
LOC122576240	XM_043746237.1,XM_043746236.1
LOC122567094	XM_043725285.1,XM_043725286.1
LOC122573504	XM_043739930.1
LOC122574139	XM_043741346.1
LOC122566864	XM_043724721.1,XM_043724722.1
LOC122566758	XM_043724460.1
LOC122578016	XM_043749852.1,XM_043749850.1,XM_043749851.1,XM_043749849.1
LOC122570198	XM_043732216.1,XM_043732218.1,XM_043732217.1
LOC122566635	XM_043724190.1
LOC122570716	XM_043733470.1,XM_043733472.1,XM_043733471.1,XM_043733469.1
LOC122572825	XM_043738340.1,XM_043738342.1,XM_043738338.1,XM_043738343.1,XM_043738341.1,XM_043738347.1,XM_043738348.1,XM_043738344.1,XM_043738345.1,XM_043738346.1
LOC122574668	XM_043742535.1,XM_043742536.1,XM_043742534.1
LOC122577958	XM_043749715.1,XM_043749711.1,XM_043749709.1,XM_043749713.1,XM_043749712.1,XM_043749714.1,XM_043749710.1,XM_043749717.1
LOC122571128	XM_043734477.1
LOC122569387	XM_043730366.1,XM_043730365.1,XM_043730364.1
LOC122571821	XM_043736025.1,XM_043736023.1
LOC122568961	XM_043729328.1,XM_043729327.1,XM_043729326.1,XM_043729329.1
LOC122573358	XM_043739615.1,XM_043739607.1,XM_043739598.1,XM_043739625.1
LOC122570891	XM_043733832.1
LOC122576956	XM_043747904.1
LOC122571763	XM_043735887.1,XM_043735884.1,XM_043735885.1,XM_043735883.1,XM_043735886.1
LOC122568483	XM_043728246.1,XM_043728247.1
LOC122567429	XM_043725917.1,XM_043725913.1,XM_043725914.1,XM_043725916.1
LOC122569923	XM_043731585.1
LOC122566900	XM_043724828.1,XM_043724829.1,XM_043724830.1
LOC122573468	XM_043739867.1
LOC122574807	XM_043742865.1,XM_043742864.1,XM_043742866.1,XM_043742867.1
LOC122567022	XM_043725085.1
LOC122569152	XM_043729723.1
LOC122567917	XM_043727073.1,XM_043727074.1,XM_043727075.1
LOC122568319	XM_043727940.1
LOC122577197	XM_043748344.1
LOC122569620	XM_043730925.1,XM_043730926.1,XM_043730927.1
LOC122566603	XM_043724116.1
LOC122570957	XM_043734023.1
LOC122572345	XM_043737215.1,XM_043737216.1,XM_043737214.1
LOC122572995	XM_043738802.1
LOC122571991	XM_043736459.1,XM_043736548.1,XM_043736712.1,XM_043736630.1,XM_043736789.1
LOC122571341	XM_043734961.1
LOC122576717	XM_043747402.1,XM_043747405.1
LOC122573147	XM_043739169.1
LOC122568793	XM_043728960.1
LOC122570921	XM_043733915.1
LOC122571695	XM_043735757.1
LOC122575846	XM_043745324.1
LOC122568306	XM_043727915.1,XM_043727914.1,XM_043727913.1,XM_043727916.1,XM_043727911.1,XM_043727912.1,XM_043727917.1
LOC122570625	XM_043733185.1,XM_043733184.1,XM_043733186.1
LOC122569777	XM_043731362.1,XM_043731363.1
LOC122574786	XM_043742792.1,XM_043742791.1
LOC122576682	XM_043747342.1
LOC122572691	XM_043737999.1
LOC122574260	XM_043741649.1,XM_043741648.1,XM_043741647.1,XM_043741646.1,XM_043741645.1
LOC122577646	XM_043749081.1,XM_043749080.1
LOC122573696	XM_043740418.1,XM_043740416.1,XM_043740420.1,XM_043740415.1,XM_043740419.1,XM_043740417.1,XM_043740421.1,XM_043740422.1
LOC122577253	XM_043748435.1
LOC122571252	XM_043734808.1,XM_043734807.1,XM_043734810.1,XM_043734811.1,XM_043734812.1,XM_043734809.1
LOC122570539	XM_043732962.1
LOC122573620	XM_043740243.1,XM_043740244.1,XM_043740245.1
LOC122568086	XM_043727441.1
LOC122567041	XM_043725115.1
LOC122577501	XM_043748836.1
LOC122570988	XM_043734142.1,XM_043734234.1
LOC122573152	XM_043739183.1,XM_043739182.1,XM_043739180.1,XM_043739178.1,XM_043739181.1
LOC122569468	XM_043730555.1,XM_043730554.1,XM_043730553.1
LOC122567130	XM_043725358.1
LOC122573923	XM_043740925.1,XM_043740931.1,XM_043740924.1,XM_043740930.1,XM_043740921.1,XM_043740922.1,XM_043740923.1,XM_043740929.1,XM_043740926.1,XM_043740928.1
LOC122574598	XM_043742329.1
LOC122566497	XM_043723833.1
LOC122570392	XM_043732668.1,XM_043732641.1,XM_043732762.1,XM_043732744.1,XM_043732753.1,XM_043732774.1,XM_043732770.1,XM_043732781.1,XM_043732817.1,XM_043732790.1,XM_043732799.1,XM_043732809.1,XM_043732724.1,XM_043732733.1,XM_043732676.1,XM_043732659.1,XM_043732649.1,XM_043732685.1,XM_043732695.1,XM_043732711.1,XM_043732703.1,XM_043732716.1
LOC122568364	XM_043728015.1,XM_043728014.1,XM_043728016.1,XM_043728013.1,XM_043728012.1
LOC122570942	XM_043733994.1,XM_043733992.1,XM_043733995.1,XM_043733990.1,XM_043733991.1,XM_043733989.1
LOC122574213	XM_043741529.1,XM_043741528.1,XM_043741527.1,XM_043741530.1
LOC122577323	XM_043748594.1,XM_043748595.1,XM_043748592.1
LOC122570844	XM_043733727.1
LOC122571322	XM_043734924.1
LOC122577284	XM_043748521.1,XM_043748519.1,XM_043748511.1,XM_043748509.1,XM_043748517.1,XM_043748510.1,XM_043748512.1,XM_043748515.1,XM_043748514.1,XM_043748513.1,XM_043748516.1,XM_043748518.1
LOC122565675	XM_043721887.1,XM_043721886.1,XM_043721884.1,XM_043721885.1
LOC122568595	XM_043728508.1,XM_043728510.1,XM_043728507.1
LOC122570079	XM_043731931.1
LOC122567667	XM_043726472.1
LOC122570472	XM_043732829.1,XM_043732830.1,XM_043732831.1,XM_043732832.1
LOC122569696	XM_043731136.1,XM_043731135.1,XM_043731137.1
LOC122566377	XM_043723550.1
LOC122566334	XM_043723439.1,XM_043723441.1,XM_043723438.1,XM_043723440.1
LOC122571247	XM_043734796.1,XM_043734797.1,XM_043734798.1,XM_043734799.1
LOC122567875	XM_043727001.1
LOC122565867	XM_043722313.1
LOC122574093	XM_043741241.1
LOC122573777	XM_043740615.1
LOC122573734	XM_043740497.1
LOC122569552	XM_043730756.1,XM_043730755.1,XM_043730754.1
LOC122567731	XM_043726654.1,XM_043726653.1
LOC122573879	XM_043740816.1
LOC122572338	XM_043737200.1
LOC122565769	XM_043722085.1,XM_043722086.1,XM_043722087.1,XM_043722088.1
LOC122568350	XM_043727988.1
LOC122572373	XM_043737259.1,XM_043737257.1,XM_043737260.1,XM_043737258.1,XM_043737261.1
LOC122566401	XM_043723615.1,XM_043723616.1,XM_043723617.1
LOC122575494	XM_043744512.1,XM_043744513.1,XM_043744511.1,XM_043744514.1
LOC122570420	XM_043732709.1
LOC122577597	XM_043748977.1,XM_043748976.1,XM_043748975.1,XM_043748978.1,XM_043748974.1
LOC122568402	XM_043728102.1
LOC122571490	XM_043735302.1,XM_043735304.1,XM_043735303.1
LOC122568296	XM_043727897.1,XM_043727900.1,XM_043727899.1,XM_043727898.1
LOC122568009	XM_043727265.1
LOC122576931	XM_043747847.1
LOC122577214	XM_043748366.1
LOC122573547	XM_043740040.1
LOC122567958	XM_043727153.1,XM_043727154.1,XM_043727156.1,XM_043727155.1,XM_043727157.1,XM_043727158.1
LOC122569425	XM_043730459.1
LOC122566956	XM_043724949.1
LOC122567762	XM_043726731.1,XM_043726741.1
LOC122575337	XM_043744127.1,XM_043744126.1
LOC122571370	XM_043735024.1,XM_043735023.1
LOC122575374	XM_043744198.1
LOC122572493	XM_043737490.1
LOC122566240	XM_043723215.1
LOC122576864	XM_043747727.1
LOC122576962	XM_043747908.1,XM_043747913.1,XM_043747909.1,XM_043747914.1,XM_043747910.1,XM_043747915.1,XM_043747916.1,XM_043747911.1,XM_043747917.1,XM_043747912.1,XM_043747906.1,XM_043747918.1
LOC122570918	XM_043733905.1,XM_043733906.1,XM_043733907.1,XM_043733908.1
LOC122577756	XM_043749300.1,XM_043749299.1
LOC122573672	XM_043740365.1
LOC122568016	XM_043727288.1
LOC122576758	XM_043747493.1,XM_043747491.1,XM_043747495.1,XM_043747492.1,XM_043747490.1
LOC122573044	XM_043738945.1
LOC122575231	XM_043743916.1,XM_043743915.1
LOC122571907	XM_043736222.1,XM_043736221.1,XM_043736220.1,XM_043736218.1,XM_043736214.1,XM_043736215.1,XM_043736213.1,XM_043736217.1,XM_043736219.1,XM_043736216.1
LOC122576529	XM_043746946.1,XM_043746947.1
LOC122577808	XM_043749408.1
LOC122577101	XM_043748179.1
LOC122569547	XM_043730746.1
LOC122577269	XM_043748485.1
LOC122567530	XM_043726165.1
LOC122576612	XM_043747193.1,XM_043747191.1,XM_043747192.1,XM_043747194.1
LOC122570668	XM_043733281.1
LOC122574716	XM_043742630.1
LOC122573552	XM_043740155.1,XM_043740055.1,XM_043740065.1,XM_043740113.1,XM_043740104.1,XM_043740083.1,XM_043740093.1,XM_043740075.1,XM_043740140.1,XM_043740122.1,XM_043740131.1,XM_043740149.1
LOC122575608	XM_043744769.1,XM_043744767.1,XM_043744768.1,XM_043744766.1
LOC122570376	XM_043732599.1
LOC122574198	XM_043741476.1,XM_043741477.1,XM_043741478.1
LOC122574891	XM_043743074.1
LOC122565714	XM_043721963.1,XM_043721966.1,XM_043721962.1,XM_043721964.1,XM_043721967.1,XM_043721965.1
LOC122576055	XM_043745834.1
LOC122576819	XM_043747602.1,XM_043747608.1,XM_043747603.1,XM_043747607.1,XM_043747606.1,XM_043747609.1
LOC122576787	XM_043747570.1,XM_043747561.1
LOC122568195	XM_043727691.1
LOC122569672	XM_043731077.1
LOC122570496	XM_043732872.1
LOC122570202	XM_043732228.1,XM_043732227.1
LOC122567843	XM_043726921.1,XM_043726923.1,XM_043726922.1,XM_043726920.1,XM_043726924.1
LOC122565940	XM_043722521.1,XM_043722505.1,XM_043722531.1,XM_043722515.1
LOC122575262	XM_043743972.1
LOC122568220	XM_043727699.1
LOC122571426	XM_043735139.1,XM_043735141.1,XM_043735140.1,XM_043735137.1,XM_043735138.1
LOC122573425	XM_043739771.1
LOC122567070	XM_043725172.1
LOC122568389	XM_043728072.1,XM_043728068.1,XM_043728067.1,XM_043728069.1,XM_043728071.1,XM_043728070.1
LOC122572607	XM_043737759.1
LOC122565643	XM_043721830.1,XM_043721832.1,XM_043721833.1,XM_043721831.1,XM_043721829.1,XM_043721826.1,XM_043721827.1,XM_043721834.1
LOC122574254	XM_043741623.1,XM_043741624.1,XM_043741625.1
LOC122567987	XM_043727218.1,XM_043727217.1
LOC122574709	XM_043742617.1,XM_043742616.1,XM_043742619.1,XM_043742618.1
LOC122567144	XM_043725406.1,XM_043725405.1
LOC122571456	XM_043735198.1,XM_043735197.1
LOC122572273	XM_043737062.1,XM_043737061.1
LOC122573606	XM_043740220.1,XM_043740218.1,XM_043740219.1
LOC122570082	XM_043732004.1,XM_043731966.1,XM_043731956.1,XM_043731948.1,XM_043731995.1,XM_043731984.1,XM_043731974.1
LOC122572238	XM_043737014.1
LOC122572792	XM_043738250.1,XM_043738259.1,XM_043738242.1
LOC122576781	XM_043747544.1
LOC122570489	XM_043732860.1,XM_043732861.1,XM_043732862.1
LOC122576025	XM_043745729.1
LOC122570830	XM_043733699.1,XM_043733700.1,XM_043733701.1
LOC122572601	XM_043737743.1,XM_043737745.1,XM_043737742.1,XM_043737741.1,XM_043737740.1
LOC122574224	XM_043741556.1
LOC122573455	XM_043739828.1,XM_043739826.1,XM_043739829.1,XM_043739825.1
LOC122567981	XM_043727209.1
LOC122568946	XM_043729279.1
LOC122568396	XM_043728096.1,XM_043728091.1,XM_043728093.1,XM_043728094.1,XM_043728095.1
LOC122569170	XM_043729775.1,XM_043729770.1,XM_043729772.1,XM_043729769.1,XM_043729768.1,XM_043729773.1,XM_043729771.1,XM_043729776.1,XM_043729777.1
LOC122573812	XM_043740702.1,XM_043740703.1
LOC122565568	XM_043721637.1,XM_043721639.1
LOC122571605	XM_043735569.1
LOC122567463	XM_043725984.1
LOC122569969	XM_043731693.1,XM_043731689.1,XM_043731688.1,XM_043731690.1,XM_043731692.1
LOC122573914	XM_043740878.1,XM_043740879.1,XM_043740880.1
LOC122567685	XM_043726520.1,XM_043726519.1
LOC122575274	XM_043744000.1
LOC122568703	XM_043728757.1,XM_043728756.1,XM_043728755.1,XM_043728762.1,XM_043728763.1,XM_043728764.1,XM_043728758.1,XM_043728760.1,XM_043728759.1
LOC122577790	XM_043749373.1,XM_043749372.1
LOC122571270	XM_043734839.1
LOC122568476	XM_043728232.1
LOC122575237	XM_043743941.1
LOC122576559	XM_043747032.1,XM_043747026.1,XM_043747031.1,XM_043747028.1,XM_043747030.1,XM_043747027.1,XM_043747029.1
LOC122569664	XM_043731033.1,XM_043731032.1
LOC122572905	XM_043738577.1,XM_043738576.1,XM_043738579.1,XM_043738578.1,XM_043738575.1,XM_043738587.1,XM_043738582.1,XM_043738585.1,XM_043738586.1,XM_043738588.1,XM_043738583.1,XM_043738584.1
LOC122569541	XM_043730734.1,XM_043730733.1
LOC122573619	XM_043740242.1
LOC122574383	XM_043741900.1
LOC122573740	XM_043740521.1
LOC122576110	XM_043745990.1
LOC122566693	XM_043724372.1,XM_043724380.1,XM_043724363.1,XM_043724331.1,XM_043724322.1,XM_043724347.1,XM_043724354.1,XM_043724340.1
LOC122570175	XM_043732172.1,XM_043732173.1
LOC122577107	XM_043748187.1,XM_043748186.1,XM_043748188.1
LOC122565885	XM_043722367.1,XM_043722365.1,XM_043722364.1,XM_043722366.1
LOC122570543	XM_043732970.1
LOC122569835	XM_043731462.1
LOC122566990	XM_043725034.1,XM_043725023.1,XM_043725043.1
LOC122566340	XM_043723452.1,XM_043723451.1
LOC122574897	XM_043743091.1
LOC122573522	XM_043739990.1,XM_043739979.1,XM_043740000.1
LOC122566926	XM_043724876.1,XM_043724883.1,XM_043724882.1,XM_043724884.1,XM_043724881.1,XM_043724880.1,XM_043724885.1,XM_043724879.1,XM_043724878.1
LOC122576444	XM_043746763.1
LOC122570745	XM_043733536.1,XM_043733535.1,XM_043733530.1,XM_043733532.1,XM_043733533.1,XM_043733538.1,XM_043733539.1,XM_043733541.1,XM_043733531.1,XM_043733540.1,XM_043733537.1,XM_043733542.1
LOC122569812	XM_043731416.1,XM_043731414.1
LOC122573170	XM_043739212.1,XM_043739216.1,XM_043739213.1,XM_043739214.1,XM_043739211.1,XM_043739215.1
LOC122569455	XM_043730525.1,XM_043730526.1,XM_043730527.1
LOC122576679	XM_043747340.1
LOC122569914	XM_043731563.1
LOC122567928	XM_043727101.1,XM_043727100.1,XM_043727102.1
LOC122573969	XM_043741009.1,XM_043741010.1
LOC122575331	XM_043744116.1,XM_043744117.1
LOC122576580	XM_043747085.1
LOC122576728	XM_043747432.1,XM_043747433.1
LOC122576163	XM_043746056.1
LOC122570276	XM_043732393.1
LOC122577726	XM_043749246.1,XM_043749245.1
LOC122568505	XM_043728295.1
LOC122568320	XM_043727941.1
LOC122567737	XM_043726664.1
LOC122570302	XM_043732428.1,XM_043732445.1,XM_043732454.1,XM_043732437.1,XM_043732467.1,XM_043732461.1
LOC122567774	XM_043726754.1,XM_043726751.1,XM_043726750.1,XM_043726749.1,XM_043726748.1
LOC122574508	XM_043742204.1,XM_043742205.1,XM_043742202.1,XM_043742203.1
LOC122567410	XM_043725868.1
LOC122569522	XM_043730681.1
LOC122571836	XM_043736055.1,XM_043736054.1,XM_043736056.1,XM_043736057.1
LOC122574354	XM_043741867.1
LOC122577591	XM_043748966.1
LOC122569619	XM_043730923.1,XM_043730924.1
LOC122576974	XM_043747947.1,XM_043747949.1,XM_043747948.1
LOC122573541	XM_043740036.1
LOC122573664	XM_043740335.1
LOC122576937	XM_043747855.1,XM_043747856.1
LOC122576872	XM_043747739.1
LOC122569740	XM_043731260.1,XM_043731261.1,XM_043731262.1,XM_043731264.1,XM_043731263.1,XM_043731267.1,XM_043731268.1,XM_043731265.1,XM_043731269.1,XM_043731270.1
LOC122567544	XM_043726206.1
LOC122567661	XM_043726461.1
LOC122569689	XM_043731119.1,XM_043731120.1,XM_043731121.1
LOC122568219	XM_043727696.1,XM_043727697.1,XM_043727695.1,XM_043727698.1
LOC122570035	XM_043731850.1
LOC122572776	XM_043738212.1,XM_043738214.1
LOC122577004	XM_043748021.1
LOC122565639	XM_043721822.1
LOC122572403	XM_043737335.1
LOC122566371	XM_043723522.1,XM_043723520.1,XM_043723524.1,XM_043723523.1,XM_043723525.1,XM_043723526.1,XM_043723527.1
LOC122565861	XM_043722303.1,XM_043722305.1,XM_043722304.1
LOC122565723	XM_043722001.1,XM_043721999.1
LOC122571241	XM_043734792.1,XM_043734791.1
LOC122567480	XM_043726040.1
LOC122568372	XM_043728051.1,XM_043728050.1
LOC122569570	XM_043730802.1
LOC122572245	XM_043737027.1
LOC122567839	XM_043726911.1,XM_043726912.1,XM_043726910.1
LOC122574360	XM_043741874.1
LOC122567047	XM_043725140.1,XM_043725130.1
LOC122576765	XM_043747521.1
LOC122569848	XM_043731486.1,XM_043731487.1,XM_043731485.1
LOC122570464	XM_043732792.1
LOC122571400	XM_043735087.1
LOC122569141	XM_043729712.1,XM_043729711.1,XM_043729710.1,XM_043729708.1,XM_043729709.1,XM_043729713.1
LOC122568099	XM_043727463.1,XM_043727461.1,XM_043727462.1
LOC122576159	XM_043746048.1,XM_043746050.1,XM_043746049.1,XM_043746051.1
LOC122575404	XM_043744268.1
LOC122570575	XM_043733071.1,XM_043733070.1
LOC122573650	XM_043740314.1
LOC122576510	XM_043746912.1,XM_043746913.1
LOC122567632	XM_043726405.1,XM_043726406.1,XM_043726408.1,XM_043726409.1,XM_043726407.1,XM_043726404.1,XM_043726411.1,XM_043726410.1
LOC122574936	XM_043743202.1,XM_043743201.1,XM_043743203.1
LOC122577353	XM_043748648.1
LOC122569984	XM_043731734.1,XM_043731735.1,XM_043731736.1,XM_043731737.1
LOC122571352	XM_043734988.1
LOC122566491	XM_043723812.1
LOC122570143	XM_043732080.1,XM_043732079.1,XM_043732081.1
LOC122565934	XM_043722483.1
LOC122573122	XM_043739104.1
LOC122565832	XM_043722235.1,XM_043722233.1,XM_043722234.1
LOC122565977	XM_043722607.1
LOC122569030	XM_043729479.1,XM_043729481.1,XM_043729480.1
LOC122573953	XM_043740987.1
LOC122574799	XM_043742839.1
LOC122573570	XM_043740115.1
LOC122570655	XM_043733239.1
LOC122572697	XM_043738020.1
LOC122565815	XM_043722186.1,XM_043722190.1,XM_043722187.1,XM_043722189.1,XM_043722188.1
LOC122569771	XM_043731338.1,XM_043731331.1,XM_043731336.1,XM_043731332.1,XM_043731333.1,XM_043731337.1,XM_043731334.1,XM_043731339.1,XM_043731341.1,XM_043731340.1
LOC122578038	XM_043749901.1
LOC122576180	XM_043746083.1,XM_043746084.1
LOC122575466	XM_043744465.1,XM_043744462.1,XM_043744466.1,XM_043744464.1,XM_043744463.1
LOC122570773	XM_043733595.1,XM_043733594.1
LOC122571222	XM_043734692.1,XM_043734693.1
LOC122570406	XM_043732673.1,XM_043732672.1,XM_043732671.1,XM_043732674.1
LOC122568264	XM_043727824.1
LOC122573689	XM_043740395.1,XM_043740406.1,XM_043740407.1,XM_043740402.1,XM_043740405.1,XM_043740400.1,XM_043740399.1,XM_043740397.1,XM_043740396.1,XM_043740398.1,XM_043740401.1
LOC122570738	XM_043733522.1
LOC122576563	XM_043747039.1,XM_043747038.1,XM_043747043.1,XM_043747041.1,XM_043747040.1
LOC122568105	XM_043727469.1
LOC122573984	XM_043741054.1
LOC122566234	XM_043723195.1
LOC122567911	XM_043727076.1,XM_043727067.1,XM_043727087.1,XM_043727095.1
LOC122574801	XM_043742843.1
LOC122573882	XM_043740822.1
LOC122566277	XM_043723314.1,XM_043723325.1,XM_043723335.1
LOC122575698	XM_043745020.1
LOC122574108	XM_043741271.1,XM_043741270.1
LOC122567459	XM_043725978.1,XM_043725979.1
LOC122573030	XM_043738909.1,XM_043738908.1
LOC122569122	XM_043729664.1,XM_043729666.1,XM_043729665.1
LOC122567052	XM_043725141.1,XM_043725142.1
LOC122570951	XM_043734015.1
LOC122576896	XM_043747782.1
LOC122573848	XM_043740766.1
LOC122570012	XM_043731810.1,XM_043731820.1,XM_043731800.1
LOC122576068	XM_043745867.1
LOC122570927	XM_043733929.1
LOC122573141	XM_043739148.1,XM_043739150.1,XM_043739151.1,XM_043739153.1,XM_043739154.1,XM_043739152.1,XM_043739149.1
LOC122576711	XM_043747386.1
LOC122571997	XM_043736432.1,XM_043736434.1,XM_043736431.1,XM_043736433.1
LOC122571347	XM_043734980.1,XM_043734982.1,XM_043734979.1,XM_043734977.1,XM_043734978.1
LOC122569650	XM_043731010.1,XM_043731009.1
LOC122568045	XM_043727355.1
LOC122566580	XM_043724052.1,XM_043724053.1
LOC122566728	XM_043724397.1
LOC122569194	XM_043729854.1,XM_043729863.1,XM_043729844.1,XM_043729833.1
LOC122574175	XM_043741428.1
LOC122566163	XM_043723012.1,XM_043723008.1,XM_043723010.1,XM_043723009.1,XM_043723011.1
LOC122567726	XM_043726640.1,XM_043726641.1,XM_043726639.1,XM_043726642.1
LOC122574543	XM_043742234.1
LOC122569381	XM_043730344.1,XM_043730345.1
LOC122566444	XM_043723656.1
LOC122571851	XM_043736091.1
LOC122573328	XM_043739515.1,XM_043739517.1,XM_043739516.1,XM_043739518.1
LOC122567369	XM_043725782.1
LOC122572019	XM_043736514.1,XM_043736515.1
LOC122566679	XM_043724281.1,XM_043724282.1
LOC122572855	XM_043738425.1,XM_043738421.1,XM_043738427.1,XM_043738426.1,XM_043738424.1,XM_043738431.1,XM_043738429.1,XM_043738430.1,XM_043738428.1,XM_043738423.1
LOC122577928	XM_043749642.1
LOC122571014	XM_043734151.1,XM_043734150.1
LOC122571158	XM_043734543.1
LOC122570897	XM_043733843.1,XM_043733845.1,XM_043733844.1
LOC122575010	XM_043743309.1,XM_043743310.1
LOC122568967	XM_043729351.1
LOC122574082	XM_043741202.1,XM_043741201.1
LOC122567591	XM_043726289.1,XM_043726288.1,XM_043726293.1,XM_043726292.1,XM_043726290.1,XM_043726294.1
LOC122573001	XM_043738818.1
LOC122569258	XM_043730025.1,XM_043730027.1,XM_043730026.1,XM_043730030.1,XM_043730028.1,XM_043730029.1,XM_043730024.1,XM_043730023.1,XM_043730021.1,XM_043730020.1,XM_043730031.1
LOC122566937	XM_043724911.1
LOC122573287	XM_043739404.1
LOC122566872	XM_043724735.1,XM_043724736.1
LOC122574830	XM_043742917.1
LOC122575356	XM_043744159.1,XM_043744160.1
LOC122566974	XM_043725028.1
LOC122577774	XM_043749333.1,XM_043749332.1,XM_043749331.1,XM_043749334.1
LOC122568871	XM_043729118.1,XM_043729117.1,XM_043729119.1
LOC122575290	XM_043744050.1,XM_043744045.1,XM_043744047.1,XM_043744053.1,XM_043744052.1,XM_043744049.1,XM_043744048.1,XM_043744046.1,XM_043744044.1,XM_043744043.1
LOC122574048	XM_043741133.1,XM_043741134.1
LOC122570224	XM_043732279.1,XM_043732281.1,XM_043732283.1,XM_043732275.1,XM_043732282.1,XM_043732277.1,XM_043732276.1,XM_043732278.1,XM_043732280.1
LOC122572299	XM_043737111.1
LOC122571294	XM_043734847.1,XM_043734848.1
LOC122572006	XM_043736452.1
LOC122571517	XM_043735363.1,XM_043735364.1,XM_043735361.1,XM_043735362.1
LOC122568133	XM_043727512.1
LOC122568178	XM_043727601.1,XM_043727597.1,XM_043727596.1,XM_043727600.1,XM_043727599.1,XM_043727598.1,XM_043727594.1,XM_043727595.1
LOC122576407	XM_043746678.1,XM_043746679.1,XM_043746677.1,XM_043746672.1,XM_043746676.1,XM_043746675.1,XM_043746671.1,XM_043746673.1
LOC122575125	XM_043743669.1
LOC122577410	XM_043748709.1
LOC122574302	XM_043741736.1,XM_043741737.1,XM_043741730.1,XM_043741732.1,XM_043741735.1,XM_043741734.1,XM_043741733.1,XM_043741731.1
LOC122573381	XM_043739661.1,XM_043739660.1,XM_043739662.1
LOC122571187	XM_043734627.1,XM_043734626.1,XM_043734625.1,XM_043734624.1,XM_043734629.1,XM_043734630.1,XM_043734628.1,XM_043734622.1,XM_043734621.1,XM_043734620.1
LOC122569328	XM_043730210.1,XM_043730209.1
LOC122567314	XM_043725683.1,XM_043725684.1
LOC122568782	XM_043728939.1
LOC122575568	XM_043744659.1,XM_043744660.1
LOC122571069	XM_043734319.1
LOC122575226	XM_043743901.1,XM_043743902.1
LOC122570508	XM_043732900.1
LOC122577981	XM_043749768.1,XM_043749769.1,XM_043749770.1
LOC122568424	XM_043728124.1
LOC122566781	XM_043724499.1,XM_043724498.1,XM_043724497.1,XM_043724500.1,XM_043724495.1
LOC122570354	XM_043732549.1,XM_043732554.1,XM_043732555.1,XM_043732552.1,XM_043732557.1,XM_043732550.1,XM_043732551.1,XM_043732553.1,XM_043732556.1
LOC122577144	XM_043748278.1,XM_043748280.1,XM_043748282.1,XM_043748283.1,XM_043748281.1
LOC122572386	XM_043737308.1,XM_043737309.1
LOC122566025	XM_043722700.1,XM_043722701.1,XM_043722705.1,XM_043722704.1,XM_043722706.1,XM_043722703.1,XM_043722707.1,XM_043722702.1,XM_043722708.1
LOC122574450	XM_043742076.1,XM_043742075.1
LOC122573194	XM_043739263.1
LOC122575885	XM_043745373.1
LOC122571431	XM_043735162.1
LOC122576990	XM_043747988.1,XM_043747987.1,XM_043747990.1,XM_043747989.1
LOC122572567	XM_043737672.1,XM_043737682.1,XM_043737663.1,XM_043737653.1
LOC122574745	XM_043742708.1,XM_043742707.1
LOC122570003	XM_043731785.1,XM_043731786.1
LOC122569001	XM_043729435.1
LOC122573258	XM_043739382.1,XM_043739390.1,XM_043739385.1
LOC122567790	XM_043726782.1,XM_043726785.1,XM_043726781.1,XM_043726784.1,XM_043726783.1,XM_043726786.1
LOC122577685	XM_043749158.1,XM_043749160.1,XM_043749161.1,XM_043749159.1,XM_043749162.1
