Orthogroup	Bombus_affinis.prot.fa.largestIsoform	Bombus_bifarius.prot.fa.largestIsoform	Bombus_pyrosoma.prot.fa.largestIsoform	Bombus_terrestris.prot.fa.largestIsoform	amellifera_eg_gene	dmelanogaster_eg_gene
OG0008053	LOC126916445	LOC117208140	LOC122565960	LOC100651902		
OG0008054	LOC126916442	LOC117208182	LOC122565643	LOC100648125		
OG0008055	LOC126916398	LOC117208177	LOC122565633	LOC100644049		
OG0008056	LOC126916391	LOC117208175	LOC122565628	LOC100642631		
OG0008057	LOC126916385	LOC117208122	LOC122565624	LOC100642991		
OG0008058	LOC126916394	LOC117208113	LOC122565775	LOC100650393		
OG0008059	LOC126916390	LOC117208088	LOC122565773	LOC100650717		
OG0008060	LOC126916409	LOC117208090	LOC122565787	LOC100650839		
OG0008061	LOC126916851	LOC117208141	LOC122565791	LOC100651070		
OG0008062	LOC126916836	LOC117208161	LOC122565780	LOC100651315		
OG0008063	LOC126916825	LOC117208160	LOC122566060	LOC100651871		
OG0008064	LOC126916829	LOC117208104	LOC122566210	LOC100652223		
OG0008065	LOC126916822	LOC117208159	LOC122566059	LOC100642196		
OG0008066	LOC126916850	LOC117205969	LOC122566058	LOC100642630		
OG0008067	LOC126916843	LOC117205988	LOC122566057	LOC100642513		
OG0008068	LOC126916849	LOC117206150	LOC122577930	LOC100643032		
OG0008069	LOC126916847	LOC117205974	LOC122565582	LOC100643275		
OG0008070	LOC126916841	LOC117205971	LOC122565580	LOC100643357		
OG0008071	LOC126916835	LOC117206095	LOC122565708	LOC100643643		
OG0008072	LOC126916712	LOC117206108	LOC122577999	LOC100644956		
OG0008073	LOC126916728		LOC122578007	LOC105667129		FBgn0039733
OG0008074	LOC126916720	LOC117205970		LOC100645554		FBgn0053147
OG0008075	LOC126916714	LOC117205944	LOC122565575	LOC100643561		
OG0008076	LOC126916705	LOC117205942	LOC122577955	LOC100647721		
OG0008077	LOC126917003	LOC117206077	LOC122577956	LOC100643682		
OG0008078	LOC126916927	LOC117205921	LOC122566055	LOC110120319		
OG0008079	LOC126916908	LOC117205860	LOC122577954	LOC100643796		
OG0008080	LOC126916926	LOC117206189	LOC122565983	LOC105667133		
OG0008081	LOC126916920	LOC117206185	LOC122565982	LOC100649650		
OG0008082	LOC126916946	LOC117205857	LOC122566265	LOC105667154		
OG0008083	LOC126915984	LOC117205993	LOC122566254	LOC100651119		
OG0008084	LOC126915943	LOC117205991	LOC122566250	LOC100651361		
OG0008085	LOC126916033	LOC117206173	LOC122566269	LOC125384661		
OG0008086	LOC126916037	LOC117206174	LOC122566149	LOC100652271		
OG0008087	LOC126915973	LOC117206073	LOC122566053			FBgn0035256
OG0008088	LOC126915961	LOC117206157	LOC122566133	LOC100643033		
OG0008089	LOC126916008	LOC117206166	LOC122566142	LOC100644753		
OG0008090	LOC126915941	LOC117205859	LOC122566125	LOC100643727		
OG0008091	LOC126915977	LOC117206080	LOC122577982	LOC100644877		
OG0008092	LOC126915968	LOC117206079	LOC122577978	LOC100645116		
OG0008093	LOC126915987	LOC117206082	LOC122577983	LOC100645237		
OG0008094	LOC126916016	LOC117206048	LOC122566200	LOC100646285		
OG0008095	LOC126915946	LOC117206040	LOC122566197	LOC100646172		
OG0008096	LOC126916000	LOC117206055	LOC122566339	LOC100647569		
OG0008097	LOC126915992	LOC117205935	LOC122566398	LOC100648391		
OG0008098	LOC126915974	LOC117205959	LOC122566395	LOC100645588		
OG0008099	LOC126915981	LOC117205869	LOC122566396	LOC105667155		
OG0008100	LOC126915953	LOC117205866	LOC122566392	LOC100649406		
OG0008101	LOC126915957	LOC117205868	LOC122566394	LOC100649528		
OG0008102	LOC126916005	LOC117205871	LOC122566400	LOC100649651		
OG0008103	LOC126917005	LOC117206070	LOC122566177	LOC100645823		
OG0008104	LOC126915965	LOC117206020	LOC122565703	LOC100649991		
OG0008105	LOC126916022	LOC117206118	LOC122566186	LOC100650718		
OG0008106	LOC126916650	LOC117206008	LOC122565864	LOC100651872		
OG0008107	LOC126916217	LOC117206037	LOC122565600	LOC100644553		
OG0008108	LOC126916211	LOC117206032	LOC122565596	LOC100644435		
OG0008109	LOC126916207	LOC117206030	LOC122565591	LOC100644878		
OG0008110	LOC126916212	LOC117205911	LOC122565871	LOC110120338		
OG0008111	LOC126916788	LOC117205902	LOC122566344	LOC100646459		
OG0008112	LOC126916772	LOC117206057	LOC122566333	LOC100646579		
OG0008113	LOC126916792	LOC117206062	LOC122566337	LOC110120356		
OG0008114	LOC126916795	LOC117206141	LOC122578032	LOC100647805		
OG0008115	LOC126916775	LOC117206069	LOC122578024	LOC100646896		
OG0008116	LOC126916786	LOC117206054	LOC122578028	LOC105667144		
OG0008117	LOC126916244	LOC117206119	LOC122565712	LOC100649724		
OG0008118	LOC126917007	LOC117206124	LOC122565745	LOC100647371		
OG0008119	LOC126916258	LOC117206066	LOC122565993	LOC100647492		
OG0008120	LOC126916247	LOC117206104	LOC122565722	LOC105667146		
OG0008121	LOC126916246	LOC117206143	LOC122565718	LOC100647758		
OG0008122	LOC126916257	LOC117205941	LOC122565742	LOC105667148		
OG0008123	LOC126916279	LOC117205886	LOC122565743	LOC100651556		
OG0008124	LOC126916263	LOC117205875	LOC122565716	LOC100652225		
OG0008125	LOC126917853	LOC117215389	LOC122573054	LOC100648991		
OG0008126	LOC126918025	LOC117215364	LOC122572429	LOC100647430		
OG0008127	LOC126917236	LOC117215365	LOC122572605	LOC100648835		
OG0008128	LOC126917273	LOC117212682	LOC122572947	LOC100651964		
OG0008129	LOC126917283	LOC117212699	LOC122572949	LOC100642259		
OG0008130	LOC126917282	LOC117212599	LOC122572455	LOC105666290		
OG0008131	LOC126917286	LOC117212600	LOC122572396	LOC100651578		
OG0008132	LOC126917289	LOC117212585	LOC122572456	LOC110119720		
OG0008133	LOC126917921	LOC117212594	LOC122572460	LOC100642615		
OG0008134	LOC126917215	LOC117207103	LOC122572777	LOC100644144		
OG0008135	LOC126917181	LOC117207091	LOC122572767	LOC100643539		
OG0008136	LOC126917213	LOC117207097	LOC122572776	LOC100644614		
OG0008137	LOC126917211	LOC117207096	LOC122572775	LOC100644733		
OG0008138	LOC126917217	LOC117207098	LOC122572778	LOC100645605		
OG0008139	LOC126917187	LOC117207093	LOC122572770	LOC100645295		
OG0008140	LOC126917193	LOC117207061	LOC122572772	LOC100645727		
OG0008141	LOC126917190	LOC117207082	LOC122572697	LOC100646072		
OG0008142	LOC126917178	LOC117207079	LOC122572692	LOC100648604		
OG0008143	LOC126917866	LOC117207064	LOC122572329	LOC100646552		
OG0008144	LOC126917864	LOC117207057	LOC122572325	LOC100647546		
OG0008145	LOC126917867	LOC117207067	LOC122572800	LOC100647667		
OG0008146	LOC126917877	LOC117207076	LOC122572802	LOC100648333		
OG0008147	LOC126917121	LOC117211303	LOC122572272	LOC100649344		
OG0008148	LOC126917146	LOC117211381	LOC122573187	LOC105666305		
OG0008149	LOC126917127	LOC117211320	LOC122573146	LOC100651094		
OG0008150	LOC126917108	LOC117211311	LOC122573140	LOC100648951		
OG0008151	LOC126917123	LOC117211333	LOC122573145	LOC100649069		
OG0008152	LOC126917160	LOC117211363	LOC122573154	LOC100642500		
OG0008153	LOC126917162	LOC117211366	LOC122573156	LOC100642616		
OG0008154	LOC126917159	LOC117211364	LOC122573137	LOC100649423		
OG0008155	LOC126917144	LOC117211360	LOC122573213	LOC100649668		
OG0008156	LOC126917111	LOC117211350	LOC122573207	LOC100643540		
OG0008157	LOC126917125	LOC117211367	LOC122572413	LOC100644218		
OG0008158	LOC126917136	LOC117211345	LOC122572405	LOC100644734		
OG0008159	LOC126917147	LOC117211347	LOC122572408	LOC100645094		
OG0008160	LOC126917651	LOC117211384	LOC122572782	LOC100649781		
OG0008161	LOC126917783	LOC117211317	LOC122573173	LOC100649892		
OG0008162	LOC126917784	LOC117211374	LOC122573198	LOC100650249		
OG0008163	LOC126917970	LOC117207565	LOC122572391	LOC125385906		
OG0008164	LOC126917959	LOC117207553	LOC122572417	LOC100646836		
OG0008165	LOC126917488	LOC117207562	LOC122572475	LOC105666271		
OG0008166	LOC126918135	LOC117207567	LOC122573224	LOC100651814		
OG0008167	LOC126918030	LOC117207572	LOC122572980	LOC100651844		
OG0008168	LOC126918031	LOC117207574	LOC122572981	LOC105666233		
OG0008169	LOC126917588	LOC117207551	LOC122572266	LOC100651693		
OG0008170	LOC126917585	LOC117207550	LOC122572430	LOC100643007		
OG0008171	LOC126917591	LOC117207555	LOC122573166	LOC105666893		
OG0008172	LOC126917590	LOC117206290	LOC122573009	LOC100642377		
OG0008173	LOC126917923	LOC117206222	LOC122573169	LOC100642613		
OG0008174	LOC126917368	LOC117206285	LOC122572964	LOC100643088		
OG0008175	LOC126917330	LOC117206284	LOC122572969	LOC100642649		
OG0008176	LOC126917310	LOC117206280	LOC122572965	LOC100642411		
OG0008177	LOC126917328		LOC122573060	LOC100643374		FBgn0031736
OG0008178	LOC126917948	LOC117206271	LOC122573225	LOC100645725		
OG0008179	LOC126917950	LOC117206265	LOC122572827	LOC100646476		
OG0008180	LOC126917940	LOC117212999	LOC122572368	LOC105666273		
OG0008181	LOC126917937	LOC117212979	LOC122572364	LOC100643855		
OG0008182	LOC126917498	LOC117212975	LOC122572365	LOC100643979		
OG0008183	LOC126917566	LOC117212998	LOC122572876	LOC100645647		
OG0008184	LOC126917500	LOC117208837	LOC122572282	LOC105666274		
OG0008185	LOC126917614	LOC117208820	LOC122572357	LOC100645768		
OG0008186	LOC126917622		LOC122572994	LOC105665634		FBgn0001276
OG0008187	LOC126917617	LOC117208773	LOC122572437	LOC100650091		
OG0008188	LOC126918127	LOC117208797	LOC122573000	LOC100650213		
OG0008189	LOC126918011	LOC117208763	LOC122572999	LOC100650452		
OG0008190	LOC126918015	LOC117208819	LOC122572682	LOC100651255		
OG0008191	LOC126917890	LOC117208774	LOC122572680	LOC100642412		
OG0008192	LOC126917903	LOC117208750	LOC122573108	LOC100646120		
OG0008193	LOC126917898	LOC117208804	LOC122572381	LOC100645683		
OG0008194	LOC126917886	LOC117208800	LOC122572376	LOC100645258		
OG0008195	LOC126917897	LOC117208805	LOC122572380	LOC100645384		
OG0008196	LOC126917611	LOC117208787	LOC122572294	LOC100646429		
OG0008197	LOC126917599	LOC117208778	LOC122572829	LOC100646477		
OG0008198	LOC126917999	LOC117208790	LOC122572833	LOC100647273		
OG0008199	LOC126918000	LOC117208788	LOC122572828	LOC100651229		
OG0008200	LOC126918065	LOC117208757	LOC122573205	LOC110119729		
OG0008201	LOC126918047	LOC117212588	LOC122572573	LOC100648526		
OG0008202	LOC126918070	LOC117212615	LOC122572582	LOC100649342		
OG0008203	LOC126918062	LOC117211684	LOC122572576	LOC100649461		
OG0008204	LOC126918054	LOC117214034	LOC122572671	LOC100650819		
OG0008205	LOC126918079	LOC117212225	LOC122572664	LOC100651575		
OG0008206	LOC126918074	LOC117212195	LOC122572662	LOC100647074		
OG0008207	LOC126918113	LOC117212829	LOC122572867	LOC100643252		
OG0008208	LOC126918096	LOC117212802	LOC122572864	LOC100642893		
OG0008209	LOC126918082	LOC117213897	LOC122572846	LOC100643705		
OG0008210	LOC126918108	LOC117212728	LOC122572886	LOC100644856		
OG0008211	LOC126918110	LOC117212736	LOC122572887	LOC100644972		
OG0008212	LOC126918095	LOC117214323	LOC122573082	LOC100646308		
OG0008213	LOC126918094	LOC117211735	LOC122573081	LOC100647545		
OG0008214	LOC126918091	LOC117210651	LOC122572960	LOC100646750		
OG0008215	LOC126917707	LOC117214251	LOC122572493	LOC100648527		
OG0008216	LOC126917708	LOC117214259	LOC122572344	LOC100648760		
OG0008217	LOC126917700	LOC117212344	LOC122572488	LOC100648990		
OG0008218	LOC126917694	LOC117213391	LOC122572483	LOC100649818		
OG0008219	LOC126917639	LOC117212296	LOC122573223	LOC100652168		
OG0008220	LOC126917629	LOC117214094	LOC122573219	LOC100648141		
OG0008221	LOC126917441	LOC117212495	LOC122572343	LOC100648255		
OG0008222	LOC126917435	LOC117211466	LOC122572512	LOC100642734		
OG0008223	LOC126917539	LOC117211455	LOC122572510	LOC100648603		
OG0008224	LOC126917548	LOC117211529	LOC122572518	LOC100644216		
OG0008225	LOC126917541	LOC117211647	LOC122572473	LOC100644531		
OG0008226	LOC126917804	LOC117213743	LOC122572745	LOC100646837		
OG0008227	LOC126917826	LOC117214483	LOC122572753	LOC100647586		
OG0008228	LOC126917823	LOC117212512	LOC122572751	LOC100647905		
OG0008229	LOC126917825		LOC122572752	LOC125384600		FBgn0035511
OG0008230	LOC126917816	LOC117211986	LOC122572748	LOC110119724		
OG0008231	LOC126917795	LOC117213120	LOC122572624	LOC100648369		
OG0008232	LOC126917822	LOC117213304	LOC122572639	LOC105666268		
OG0008233	LOC126917821	LOC117213310	LOC122572640	LOC100649547		
OG0008234	LOC126917648	LOC117214680	LOC122573264	LOC100646918		
OG0008235	LOC126917515	LOC117212625	LOC122573075	LOC105666230		
OG0008236	LOC126917513	LOC117212991	LOC122573074	LOC100644097		
OG0008237	LOC126917510	LOC117212945	LOC122573070	LOC100643738		
OG0008238	LOC126917523	LOC117212634	LOC122572982	LOC100643494		
OG0008239	LOC126917530		LOC122572984	LOC100643373		FBgn0029929
OG0008240	LOC126917531	LOC117211968	LOC122572436	LOC100642891		
OG0008241	LOC126917516	LOC117210824	LOC122572935	LOC100650969		
OG0008242	LOC126917451	LOC117214541	LOC122572318	LOC100646551		
OG0008243	LOC126917460		LOC122572972	LOC100650167		FBgn0262656
OG0008244	LOC126917452	LOC117212026	LOC122572712	LOC100649852		
OG0008245	LOC126917474	LOC117211893	LOC122572710	LOC100649103		
OG0008246	LOC126917461	LOC117211835	LOC122572703	LOC100648645		
OG0008247	LOC126917473	LOC117211886	LOC122573175	LOC100648407		
OG0008248	LOC126917094	LOC117213644	LOC122572541	LOC105666226		
OG0008249	LOC126917086	LOC117213636	LOC122572542	LOC100647390		
OG0008250	LOC126917041	LOC117213628	LOC122572529	LOC100646188		
OG0008251	LOC126917080	LOC117210792	LOC122572538	LOC100645498		
OG0008252	LOC126917090	LOC117211139	LOC122573136	LOC100645842		
OG0008253	LOC126917058	LOC117211133	LOC122573135	LOC100643249		
OG0008254	LOC126917039	LOC117213953	LOC122572933	LOC100645801		
OG0008255	LOC126917093	LOC117213946	LOC122572932	LOC105666196		
OG0008256	LOC126917036	LOC117213943	LOC122572908	LOC100650968		
OG0008257	LOC126917052	LOC117213992	LOC122572654	LOC100649888		
OG0008258	LOC126917037	LOC117213988	LOC122572650	LOC100650003		
OG0008259	LOC126917077	LOC117214000	LOC122572661	LOC100650120		
OG0008260	LOC126917996	LOC117213979	LOC122572652	LOC100650851		
OG0008261	LOC126917380	LOC117214073	LOC122572312	LOC100646511		
OG0008262	LOC126917421		LOC122572317	LOC100643248		FBgn0259718
OG0008263	LOC126917408	LOC117214076	LOC122572315	LOC100642854		
OG0008264	LOC126917383	LOC117213964	LOC122572476	LOC100651574		
OG0008265	LOC126917415	LOC117214070	LOC122573045			FBgn0040228
OG0008266	LOC126917413	LOC117214080	LOC122573043	LOC105666199		
OG0008267	LOC126917506	LOC117214081	LOC122573040	LOC110119691		
OG0008268	LOC126917419	LOC117214032	LOC122573046	LOC100645416		
OG0008269	LOC126917393	LOC117214025	LOC122573029	LOC100645531		
OG0008270	LOC126917407	LOC117213904	LOC122573036	LOC100645645		
OG0008271	LOC126917377	LOC117213902	LOC122573019	LOC100645766		
OG0008272	LOC126917373	LOC117213914	LOC122573017	LOC100645999		
OG0008273	LOC126917386	LOC117214012	LOC122572902	LOC100646119		
OG0008274	LOC126917403	LOC117213986	LOC122572904	LOC105666201		
OG0008275	LOC126917744	LOC117214016	LOC122573253	LOC100647865		
OG0008276	LOC126917766	LOC117213973	LOC122572332	LOC105666212		
OG0008277	LOC126917754	LOC117213967	LOC122572425	LOC100649633		
OG0008278	LOC126917764	LOC117213932	LOC122573063	LOC110119661		
OG0008279	LOC126917739	LOC117214079	LOC122573064	LOC100650212		
OG0008280	LOC126917763	LOC117213931	LOC122572465	LOC100650333		
OG0008281	LOC126917740	LOC117213961	LOC122572463	LOC100650569		
OG0008282	LOC126917751	LOC117214057	LOC122572718	LOC100651254		
OG0008283	LOC126917682	LOC117214010	LOC122572797	LOC100642612		
OG0008284	LOC126917659	LOC117213927	LOC122572585	LOC100643617		
OG0008285	LOC126917665	LOC117213921	LOC122572591	LOC100643737		
OG0008286	LOC126917657	LOC117213917	LOC122572587	LOC105666205		
OG0008287	LOC126917669	LOC117213924	LOC122572595			FBgn0025519
OG0008288	LOC126917681	LOC117213911		LOC100645207		FBgn0011327
OG0008289	LOC126917660	LOC117213907	LOC122572588	LOC100647348		
OG0008290	LOC126917683	LOC117213912	LOC122572604	LOC105666206		
OG0008291	LOC126918602	LOC117211009	LOC122576660	LOC100648958		
OG0008292	LOC126918603	LOC117211012	LOC122576676	LOC100648380		
OG0008293	LOC126918357	LOC117211029	LOC122577641	LOC100648075		
OG0008294	LOC126918347	LOC117211044	LOC122577639	LOC100648842		
OG0008295	LOC126918334	LOC117210988	LOC122577822	LOC100647279		
OG0008296	LOC126918376	LOC117210992	LOC122574159	LOC100648188		
OG0008297	LOC126918340	LOC117211038	LOC122574105	LOC100642833		
OG0008298	LOC126918349	LOC117211046	LOC122574150	LOC100647286		
OG0008299	LOC126918397	LOC117211042	LOC122574190	LOC105666313		
OG0008300	LOC126918155	LOC117211019	LOC122573664	LOC105666382		
OG0008301	LOC126918344	LOC117210996	LOC122577825	LOC100650835		
OG0008302	LOC126918351	LOC117210997	LOC122577826	LOC100650950		
OG0008303	LOC126918399	LOC117210990	LOC122577622	LOC105666325		
OG0008304	LOC126918338	LOC117210989	LOC122577620	LOC100651552		
OG0008305	LOC126918330	LOC117210991	LOC122573022	LOC100652307		
OG0008306	LOC126918380	LOC117215085	LOC122573613	LOC105666389		
OG0008307	LOC126918385	LOC117215064	LOC122577731	LOC100643724		
OG0008308	LOC126918159	LOC117215083	LOC122573603	LOC105666392		
OG0008309	LOC126918343	LOC117215051		LOC100646251		FBgn0037529
OG0008310	LOC126918860			LOC100646494		FBgn0260005, FBgn0260005
OG0008311	LOC126918367	LOC117215059	LOC122577701	LOC100646855		
OG0008312	LOC126918356	LOC117215082	LOC122577605	LOC100648007		
OG0008313	LOC126918393	LOC117215077	LOC122577611	LOC100648235		
OG0008314	LOC126918379	LOC117215075	LOC122577608	LOC100648469		
OG0008315	LOC126918331	LOC117215041	LOC122577604	LOC100650591		
OG0008316	LOC126918405	LOC117215042	LOC122577612	LOC100648927		
OG0008317	LOC126918495	LOC117210457	LOC122577855			FBgn0039300
OG0008318	LOC126918493	LOC117210430	LOC122576126	LOC100645978		
OG0008319	LOC126918503	LOC117210475	LOC122576031	LOC100646734		
OG0008320	LOC126918506	LOC117210476	LOC122576064	LOC100646616		
OG0008321	LOC126918502	LOC117210474	LOC122576019	LOC100645157		
OG0008322	LOC126918507	LOC117210437	LOC122576105	LOC100645279		
OG0008323	LOC126918500	LOC117210367	LOC122575975	LOC100646857		
OG0008324	LOC126918514	LOC117210363	LOC122577167	LOC100645977		
OG0008325	LOC126918522	LOC117210370	LOC122575672	LOC100647567		
OG0008326	LOC126918541	LOC117210410	LOC122575717	LOC110119865		
OG0008327	LOC126918539	LOC117210389	LOC122575726	LOC100647762		
OG0008328	LOC126918534	LOC117210409	LOC122577804	LOC100649129		
OG0008329	LOC126918664	LOC117210436	LOC122577807	LOC100649683		
OG0008330	LOC126918662	LOC117210419	LOC122577806	LOC100649798		
OG0008331	LOC126918855	LOC117210446	LOC122577616	LOC100650143		
OG0008332	LOC126918293	LOC117210434	LOC122573128	LOC100650836		
OG0008333	LOC126918281	LOC117210432	LOC122577770	LOC100642438		
OG0008334	LOC126918307	LOC117210454	LOC122577773	LOC105666821		
OG0008335	LOC126918290	LOC117210390	LOC122577771	LOC100642556		
OG0008336	LOC126918299	LOC117210406	LOC122577869	LOC100642797		
OG0008337	LOC126918303	LOC117210413	LOC122577874	LOC100651747		
OG0008338	LOC126918300	LOC117210412	LOC122577872	LOC100651868		
OG0008339	LOC126918164	LOC117210407	LOC122577875	LOC105666646		
OG0008340	LOC126918287	LOC117210395	LOC122577593	LOC100642917		
OG0008341	LOC126918289	LOC117210424	LOC122577597	LOC100642748		
OG0008342	LOC126918572	LOC117210442	LOC122573487	LOC100643109		
OG0008343	LOC126918574	LOC117210443	LOC122573478	LOC100643354		
OG0008344	LOC126918571	LOC117210455	LOC122573467	LOC100643233		
OG0008345	LOC126918575	LOC117210422	LOC122573595	LOC100643476		
OG0008346	LOC126918780	LOC117208349	LOC122577019	LOC100644161		
OG0008347	LOC126918750	LOC117208375	LOC122575268	LOC100644632		
OG0008348	LOC126918759	LOC117208380	LOC122575344	LOC100644875		
OG0008349	LOC126918770	LOC117208368		LOC100645310		FBgn0032228
OG0008350	LOC126918736	LOC117208321	LOC122575154	LOC100646253		
OG0008351	LOC126918738	LOC117208351	LOC122575121	LOC100643754		
OG0008352	LOC126918749	LOC117208391	LOC122577842	LOC100647174		
OG0008353	LOC126918731	LOC117208384	LOC122577835	LOC100648272		
OG0008354	LOC126918757	LOC117208341	LOC122572967	LOC100648850		
OG0008355	LOC126918774	LOC117208336	LOC122572985	LOC100649563		
OG0008356	LOC126918726	LOC117208322	LOC122576853	LOC100650069		
OG0008357	LOC126918771	LOC117208327	LOC122576940	LOC100650190		
OG0008358	LOC126918796	LOC117208402	LOC122572765	LOC100644357		
OG0008359	LOC126918677	LOC117208408	LOC122577685	LOC100644475		
OG0008360	LOC126918806	LOC117208346	LOC122577687	LOC100650585		
OG0008361	LOC126918149	LOC117212262	LOC122573122	LOC100650466		
OG0008362	LOC126918454	LOC117212246	LOC122577861	LOC100650349		
OG0008363	LOC126918449	LOC117212240	LOC122577857	LOC100649866		
OG0008364	LOC126918456	LOC117212249	LOC122577863	LOC100650228		
OG0008365	LOC126918461	LOC117212213	LOC122573406	LOC100649280		
OG0008366	LOC126918460	LOC117212212	LOC122577645	LOC100648584		
OG0008367	LOC126918467	LOC117212218	LOC122577649	LOC100648808		
OG0008368	LOC126918463		LOC122577648	LOC100648348		FBgn0037561
OG0008369	LOC126918477	LOC117212222	LOC122577658	LOC100647796		
OG0008370	LOC126918475	LOC117212252	LOC122577654	LOC100651546		
OG0008371	LOC126918618	LOC117212237	LOC122577629	LOC100645272		
OG0008372	LOC126918611	LOC117212231	LOC122577633	LOC100645149		
OG0008373	LOC126918922	LOC117212239	LOC122577818	LOC100643959		
OG0008374	LOC126918879	LOC117212200	LOC122577878	LOC100651060		
OG0008375	LOC126918880	LOC117212207	LOC122573301	LOC100642669		
OG0008376	LOC126918885	LOC117212209	LOC122573327	LOC100642428		
OG0008377	LOC126918167	LOC117206489	LOC122576357	LOC105666806		
OG0008378	LOC126918890	LOC117206484	LOC122576266	LOC100652098		
OG0008379	LOC126918889	LOC117206483	LOC122576225	LOC100643726		
OG0008380	LOC126918870	LOC117206481	LOC122576160	LOC100649322		
OG0008381	LOC126918907	LOC117206480	LOC122576316	LOC100644550		
OG0008382	LOC126918888	LOC117206612	LOC122576234	LOC100645822		
OG0008383	LOC126918920	LOC117206517	LOC122576344	LOC100642237		
OG0008384	LOC126918871	LOC117206507	LOC122576171	LOC100652309		
OG0008385	LOC126918909	LOC117206514	LOC122575649	LOC100642359		
OG0008386	LOC126918906	LOC117206513	LOC122575639	LOC100645516		
OG0008387	LOC126919055	LOC117206687	LOC122574023	LOC100652152		
OG0008388	LOC126918556	LOC117206669	LOC122574086	LOC100643071		
OG0008389	LOC126918555	LOC117206495	LOC122574084	LOC100643680		
OG0008390	LOC126918318	LOC117206606	LOC122574904	LOC125386392		
OG0008391	LOC126918320	LOC117206609	LOC122574928	LOC100649685		
OG0008392	LOC126918319	LOC117206608	LOC122574895	LOC100649801		
OG0008393	LOC126918324	LOC117206762	LOC122574863	LOC105667100		
OG0008394	LOC126918311	LOC117206825	LOC122574641	LOC100648085		
OG0008395	LOC126918626	LOC117206670	LOC122573738	LOC100649440		
OG0008396	LOC126918625	LOC117206501	LOC122572645	LOC100649564		
OG0008397	LOC126918151	LOC117206591	LOC122573740	LOC105667099		
OG0008398	LOC126918622	LOC117206493	LOC122575877	LOC100650392		
OG0008399	LOC126918638	LOC117206551	LOC122575924	LOC100650715		
OG0008400	LOC126918843	LOC117206505	LOC122573048	LOC100651069		
OG0008401	LOC126918943	LOC117206671	LOC122577022	LOC100642278		
OG0008402	LOC126919000	LOC117206676	LOC122577151	LOC100642749		
OG0008403	LOC126918962	LOC117206625	LOC122577778	LOC100642871		
OG0008404	LOC126918963	LOC117206778	LOC122575780	LOC100643110		
OG0008405	LOC126918942	LOC117206776	LOC122575761	LOC100643355		
OG0008406	LOC126918955	LOC117206812	LOC122575767	LOC100643603		
OG0008407	LOC126918951	LOC117206700	LOC122576761	LOC100645114		
OG0008408	LOC126919022	LOC117206709	LOC122576844	LOC100645480		
OG0008409	LOC126919010	LOC117206706	LOC122576826	LOC100645585		
OG0008410	LOC126918983	LOC117206805	LOC122576552	LOC100645937		
OG0008411	LOC126919009	LOC117206636	LOC122576613	LOC105666963		
OG0008412	LOC126919006	LOC117206499	LOC122576605	LOC100646858		
OG0008413	LOC126918993	LOC117206498	LOC122576584	LOC100647092		
OG0008414	LOC126918953	LOC117206496	LOC122576492	LOC100647212		
OG0008415	LOC126918959	LOC117206718	LOC122576502	LOC105667102		
OG0008416	LOC126918966	LOC117206589	LOC122576531	LOC100644358		
OG0008417	LOC126918988	LOC117206630	LOC122576568	LOC100647329		
OG0008418	LOC126918971	LOC117206842	LOC122574422	LOC100648547		
OG0008419	LOC126918961	LOC117206841	LOC122574416	LOC100644476		
OG0008420	LOC126919012		LOC122574449	LOC100644712		FBgn0033554
OG0008421	LOC126918944	LOC117206837	LOC122574303	LOC100648046		
OG0008422	LOC126919020	LOC117206678	LOC122574501	LOC100649250		
OG0008423	LOC126918970	LOC117206681	LOC122574572	LOC100650109		
OG0008424	LOC126918996	LOC117206770	LOC122574634	LOC100644838		
OG0008425	LOC126918972	LOC117206766	LOC122574578	LOC105667088		
OG0008426	LOC126918960	LOC117206764	LOC122574554	LOC100650553		
OG0008427	LOC126918690	LOC117206689	LOC122577570	LOC100651712		
OG0008428	LOC126918688	LOC117206542	LOC122573443	LOC100642397		
OG0008429	LOC126918691	LOC117206543	LOC122573464	LOC100642598		
OG0008430	LOC126918845	LOC117206544	LOC122573423	LOC100642834		
OG0008431	LOC126918857	LOC117206668	LOC122573751	LOC100642951		
OG0008432	LOC126918263	LOC117206739	LOC122572341	LOC100645184		
OG0008433	LOC126918264	LOC117206738	LOC122572375	LOC100643968		
OG0008434	LOC126918240	LOC117206621	LOC122572327	LOC100644322		
OG0008435	LOC126918253	LOC117206573	LOC122572234	LOC100646456		
OG0008436	LOC126918854	LOC117206562	LOC122573249	LOC125385842		
OG0008437	LOC126918196	LOC117206566	LOC122576410	LOC100647926		
OG0008438	LOC126918214	LOC117206859	LOC122577699	LOC100649369		
OG0008439	LOC126918212	LOC117206628	LOC122577698	LOC100649251		
OG0008440	LOC126918204	LOC117206555	LOC122577576	LOC100649615		
OG0008441	LOC126918193	LOC117206852	LOC122577574	LOC100649916		
OG0008442	LOC126918208	LOC117206853	LOC122577578	LOC100650110		
OG0008443	LOC126918215	LOC117206799	LOC122577590	LOC100648123		
OG0008444	LOC126918207	LOC117206753	LOC122577588	LOC100651118		
OG0008445	LOC126918189	LOC117206752	LOC122572454	LOC100651239		
OG0008446	LOC126918216	LOC117206638	LOC122575485	LOC100648236		
OG0008447	LOC126918863	LOC117206751	LOC122575556	LOC100651790		
OG0008448	LOC126918709	LOC117206528	LOC122575463	LOC100650475		
